competition_level,simulation_id,policy,efficiency_score,overall_match_rate,total_rounds,policy_matches,policy_unmatches,policy_total_agents,policy_match_rate,avg_quality,avg_rounds_matched,avg_rounds_all
Competition 1.5,27,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.971732946366943,23.285714285714285,26.6
Competition 1.5,27,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.000462109833323,21.666666666666668,25.866666666666667
Competition 1.5,28,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.776656850259311,1.0,1.0
Competition 1.5,28,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.560885077302731,3.3,11.4
Competition 1.5,28,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.961358079611046,18.4,25.333333333333332
Competition 1.5,28,Optimal_Stopping,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,3.963465434465742,21.0,23.733333333333334
Competition 1.5,29,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.123445162103648,1.0,1.0
Competition 1.5,29,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,6.269303278737731,11.666666666666666,14.933333333333334
Competition 1.5,29,Threshold_8,1.0,0.6666666666666666,80,4,11,15,0.26666666666666666,7.295302184776882,8.5,22.933333333333334
Competition 1.5,29,Optimal_Stopping,1.0,0.6666666666666666,80,9,6,15,0.6,3.9509569072317214,15.555555555555555,19.666666666666668
Competition 1.5,30,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.486744282508053,1.0,1.0
Competition 1.5,30,Threshold_6,1.0,0.6666666666666666,80,9,6,15,0.6,7.539599363364128,4.111111111111111,12.866666666666667
Competition 1.5,30,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,6.549488582656836,10.555555555555555,16.8
Competition 1.5,30,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.418378021611725,16.857142857142858,20.066666666666666
Competition 1.5,31,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.38930843754547,1.0,1.0
Competition 1.5,31,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.9144803136097694,9.6,14.666666666666666
Competition 1.5,31,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,5.6250321892742825,15.555555555555555,21.6
Competition 1.5,31,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.893781822230678,9.333333333333334,20.666666666666668
Competition 1.5,32,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.2446190447984815,1.0,1.0
Competition 1.5,32,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.193290771784962,3.076923076923077,5.666666666666667
Competition 1.5,32,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,6.6148081722569545,10.0,20.2
Competition 1.5,32,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.421862649906719,12.142857142857142,15.733333333333333
Competition 1.5,33,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.227404935182372,1.0,1.0
Competition 1.5,33,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,7.020925543301232,1.9,11.666666666666666
Competition 1.5,33,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,3.068849914391824,30.4,28.466666666666665
Competition 1.5,33,Optimal_Stopping,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,3.092830791728674,22.5,25.866666666666667
Competition 1.5,34,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.172485656988228,1.0,1.0
Competition 1.5,34,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.849189949719744,6.9,13.466666666666667
Competition 1.5,34,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,6.223444637152378,15.0,20.6
Competition 1.5,34,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.128291773563821,14.857142857142858,21.6
Competition 1.5,35,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.933546801294031,1.0,1.0
Competition 1.5,35,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.042100048758353,2.076923076923077,4.266666666666667
Competition 1.5,35,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,8.549066244742955,3.142857142857143,10.866666666666667
Competition 1.5,35,Optimal_Stopping,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.257888150194292,16.0,18.133333333333333
Competition 1.5,36,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.338524175354144,1.0,1.0
Competition 1.5,36,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.85451391683331,4.3,13.266666666666667
Competition 1.5,36,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.831313080316799,23.142857142857142,26.866666666666667
Competition 1.5,36,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,3.7146736235598397,25.125,27.333333333333332
Competition 1.5,37,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.22729944251033,1.0,1.0
Competition 1.5,37,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.683040373743137,7.0,12.6
Competition 1.5,37,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,6.066768779009579,19.125,23.933333333333334
Competition 1.5,37,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.4006402193937815,23.166666666666668,27.466666666666665
Competition 1.5,38,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.303153905149895,1.0,1.0
Competition 1.5,38,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.151331190838142,3.909090909090909,9.266666666666667
Competition 1.5,38,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.72992491399609,16.8,21.8
Competition 1.5,38,Optimal_Stopping,1.0,0.6666666666666666,80,9,6,15,0.6,3.7498096722889867,16.444444444444443,20.866666666666667
Competition 1.5,39,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.775100672287284,1.0,1.0
Competition 1.5,39,Threshold_6,1.0,0.6666666666666666,80,9,6,15,0.6,7.303476919679592,1.5555555555555556,9.066666666666666
Competition 1.5,39,Threshold_8,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,5.70425382326311,13.7,16.266666666666666
Competition 1.5,39,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.194274937132826,13.833333333333334,20.0
Competition 1.5,40,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.050303905832452,1.0,1.0
Competition 1.5,40,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.107734422804963,9.272727272727273,15.4
Competition 1.5,40,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,6.515316443292588,12.333333333333334,22.066666666666666
Competition 1.5,40,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,3.9045754937633346,24.875,26.333333333333332
Competition 1.5,41,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.622440773700854,1.0,1.0
Competition 1.5,41,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,5.85986324748061,15.0,18.466666666666665
Competition 1.5,41,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,6.033587949461811,18.4,27.733333333333334
Competition 1.5,41,Optimal_Stopping,1.0,0.6666666666666666,80,9,6,15,0.6,4.229015175700026,18.555555555555557,23.933333333333334
Competition 1.5,42,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.1305153728784445,1.0,1.0
Competition 1.5,42,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.894676407101637,1.4615384615384615,3.3333333333333335
Competition 1.5,42,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,7.308964981789135,7.222222222222222,11.333333333333334
Competition 1.5,42,Optimal_Stopping,1.0,0.6666666666666666,80,3,12,15,0.2,3.2915813777577525,13.666666666666666,17.6
Competition 1.5,43,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.536975321419041,1.0,1.0
Competition 1.5,43,Threshold_6,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,7.377458455840747,5.571428571428571,18.2
Competition 1.5,43,Threshold_8,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.189962082108006,15.9,19.6
Competition 1.5,43,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.765392271899966,19.75,24.466666666666665
Competition 1.5,44,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.811041293714021,1.0,1.0
Competition 1.5,44,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,5.844088800448271,17.0,20.933333333333334
Competition 1.5,44,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,6.782820093923365,12.5,24.8
Competition 1.5,44,Optimal_Stopping,1.0,0.6666666666666666,80,9,6,15,0.6,4.64800995405514,20.444444444444443,25.066666666666666
Competition 1.5,45,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.386328483127817,1.0,1.0
Competition 1.5,45,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.342682105867699,3.3076923076923075,6.533333333333333
Competition 1.5,45,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,5.682975724389128,16.166666666666668,20.133333333333333
Competition 1.5,45,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.558967337412096,13.166666666666666,19.733333333333334
Competition 1.5,46,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.300506483085099,1.0,1.0
Competition 1.5,46,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.162824289308327,6.909090909090909,13.066666666666666
Competition 1.5,46,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,7.523860311794256,11.0,21.066666666666666
Competition 1.5,46,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.5222450267729055,21.625,25.0
Competition 1.5,47,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.094884107695512,1.0,1.0
Competition 1.5,47,Threshold_6,1.0,0.6666666666666666,80,9,6,15,0.6,5.809494210263086,12.11111111111111,18.866666666666667
Competition 1.5,47,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,6.012852755602063,18.0,22.266666666666666
Competition 1.5,47,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,3.837315903688328,22.857142857142858,26.4
Competition 1.5,48,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.707813495249473,1.0,1.0
Competition 1.5,48,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,6.273953100889721,6.923076923076923,9.066666666666666
Competition 1.5,48,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,7.643099228822639,8.833333333333334,17.666666666666668
Competition 1.5,48,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,3.2432305493218547,17.0,22.4
Competition 1.5,49,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.895249637817952,1.0,1.0
Competition 1.5,49,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,6.536793709064296,8.583333333333334,11.933333333333334
Competition 1.5,49,Threshold_8,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,7.103569868239925,13.8,18.733333333333334
Competition 1.5,49,Optimal_Stopping,1.0,0.6666666666666666,80,3,12,15,0.2,5.631307192387612,17.666666666666668,24.666666666666668
Competition 1.5,50,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,3.561222285794067,1.0,1.0
Competition 1.5,50,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.648059271237,5.454545454545454,11.8
Competition 1.5,50,Threshold_8,1.0,0.6666666666666666,80,4,11,15,0.26666666666666666,5.975216835128202,14.25,24.2
Competition 1.5,50,Optimal_Stopping,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,3.874265226553655,21.7,23.2
Competition 1.5,51,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.66473777665317,1.0,1.0
Competition 1.5,51,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,5.897764003544898,10.1,15.466666666666667
Competition 1.5,51,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,5.819189976436082,17.333333333333332,21.333333333333332
Competition 1.5,51,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,3.8487074137075488,13.5,22.533333333333335
Competition 1.5,52,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.921730446543739,1.0,1.0
Competition 1.5,52,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,6.702436114788392,6.0,9.2
Competition 1.5,52,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,5.534839151682999,19.0,24.6
Competition 1.5,52,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,3.461008332143859,21.285714285714285,24.8
Competition 1.5,53,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.27754349314935,1.0,1.0
Competition 1.5,53,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.013251315924165,7.909090909090909,13.266666666666667
Competition 1.5,53,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,6.619980596751448,14.625,20.733333333333334
Competition 1.5,53,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.480983500243529,17.666666666666668,24.133333333333333
Competition 1.5,54,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.2576461718071705,1.0,1.0
Competition 1.5,54,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.613003337825683,8.6,15.2
Competition 1.5,54,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,7.499178769820186,8.88888888888889,16.0
Competition 1.5,54,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.182312463986778,25.833333333333332,25.866666666666667
Competition 1.5,55,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.672625896059947,1.0,1.0
Competition 1.5,55,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.334474627088621,4.363636363636363,10.133333333333333
Competition 1.5,55,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.517249646422288,26.714285714285715,28.933333333333334
Competition 1.5,55,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.433476096357218,19.571428571428573,25.2
Competition 1.5,56,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.138484043566791,1.0,1.0
Competition 1.5,56,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,7.555360720420308,4.083333333333333,8.2
Competition 1.5,56,Threshold_8,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,5.585455569293713,18.2,21.4
Competition 1.5,56,Optimal_Stopping,1.0,0.6666666666666666,80,3,12,15,0.2,3.5620855577502346,21.333333333333332,24.733333333333334
Competition 1.5,57,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.593147205516151,1.0,1.0
Competition 1.5,57,Threshold_6,1.0,0.6666666666666666,80,14,1,15,0.9333333333333333,6.151252264888016,10.642857142857142,11.666666666666666
Competition 1.5,57,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,6.162976671542269,12.571428571428571,19.733333333333334
Competition 1.5,57,Optimal_Stopping,1.0,0.6666666666666666,80,4,11,15,0.26666666666666666,4.157673006069862,19.5,26.4
Competition 1.5,58,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.92105032723861,1.0,1.0
Competition 1.5,58,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,7.429081583845386,4.2,12.0
Competition 1.5,58,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,5.652695650992205,17.571428571428573,22.0
Competition 1.5,58,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,3.2880121030133562,16.75,20.733333333333334
Competition 1.5,59,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.3249691767718765,1.0,1.0
Competition 1.5,59,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.954108394164478,6.090909090909091,12.466666666666667
Competition 1.5,59,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,8.04098704036055,7.428571428571429,16.6
Competition 1.5,59,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,3.6990707724798826,22.428571428571427,25.333333333333332
Competition 1.5,60,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.773565635915426,1.0,1.0
Competition 1.5,60,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,7.7375596160166715,2.3333333333333335,6.466666666666667
Competition 1.5,60,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,6.1987769857417385,9.714285714285714,17.133333333333333
Competition 1.5,60,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,3.8577813739268527,17.666666666666668,20.866666666666667
Competition 1.5,61,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.408564268440119,1.0,1.0
Competition 1.5,61,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.3055172171396485,9.181818181818182,15.2
Competition 1.5,61,Threshold_8,1.0,0.6666666666666666,80,9,6,15,0.6,5.730564125331864,18.333333333333332,22.6
Competition 1.5,61,Optimal_Stopping,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.211617995973095,20.0,25.8
Competition 1.5,62,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.881103271651237,1.0,1.0
Competition 1.5,62,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,6.396226425279008,4.583333333333333,8.133333333333333
Competition 1.5,62,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,7.290816669684804,9.5,18.133333333333333
Competition 1.5,62,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,3.9340684993842037,15.142857142857142,19.733333333333334
Competition 1.5,63,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.619365023407141,1.0,1.0
Competition 1.5,63,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,7.431532212727501,3.0833333333333335,6.466666666666667
Competition 1.5,63,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,5.159162037776014,16.5,19.4
Competition 1.5,63,Optimal_Stopping,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.3044173736086275,13.0,19.533333333333335
Competition 1.5,64,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.226608793542239,1.0,1.0
Competition 1.5,64,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.089018690961738,5.384615384615385,8.533333333333333
Competition 1.5,64,Threshold_8,1.0,0.6666666666666666,80,4,11,15,0.26666666666666666,5.421832349248741,22.25,27.533333333333335
Competition 1.5,64,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,3.3646257951260417,25.875,27.8
Competition 1.5,65,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.021419599424092,1.0,1.0
Competition 1.5,65,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.242311124506785,12.818181818181818,17.266666666666666
Competition 1.5,65,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,5.719964195901729,16.5,22.466666666666665
Competition 1.5,65,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,3.8375169503628914,24.666666666666668,29.066666666666666
Competition 1.5,66,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.8827148532200795,1.0,1.0
Competition 1.5,66,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.461561793309155,2.769230769230769,5.4
Competition 1.5,66,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,8.342019515001036,5.333333333333333,13.466666666666667
Competition 1.5,66,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,3.882491500843211,12.0,16.266666666666666
Competition 1.5,67,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.621817140255303,1.0,1.0
Competition 1.5,67,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.203575926863942,4.0,9.866666666666667
Competition 1.5,67,Threshold_8,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,4.275591188894964,25.0,26.0
Competition 1.5,67,Optimal_Stopping,1.0,0.6666666666666666,80,4,11,15,0.26666666666666666,4.646500143179833,13.25,24.933333333333334
Competition 1.5,68,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.151223028874383,1.0,1.0
Competition 1.5,68,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,7.708654831250259,2.2,10.666666666666666
Competition 1.5,68,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,7.053665472749663,11.571428571428571,19.933333333333334
Competition 1.5,68,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.349660610898161,26.375,25.933333333333334
Competition 1.5,69,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.814748418940857,1.0,1.0
Competition 1.5,69,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,7.176854663417355,6.2727272727272725,10.666666666666666
Competition 1.5,69,Threshold_8,1.0,0.6666666666666666,80,6,9,15,0.4,6.231128750406081,16.666666666666668,22.133333333333333
Competition 1.5,69,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.308322125984029,16.0,20.466666666666665
Competition 1.5,70,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.340916355006143,1.0,1.0
Competition 1.5,70,Threshold_6,1.0,0.6666666666666666,80,9,6,15,0.6,5.838931282904451,10.88888888888889,17.933333333333334
Competition 1.5,70,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,5.8497392075244,15.25,23.6
Competition 1.5,70,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.596024005459574,18.625,23.466666666666665
Competition 1.5,71,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.892652479171172,1.0,1.0
Competition 1.5,71,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.356521210528404,8.363636363636363,13.333333333333334
Competition 1.5,71,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,6.350564616587241,12.428571428571429,18.8
Competition 1.5,71,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.138390860215981,12.571428571428571,18.666666666666668
Competition 1.5,72,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.4515038639356215,1.0,1.0
Competition 1.5,72,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,5.985695118808843,13.0,18.6
Competition 1.5,72,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.382055367795551,24.285714285714285,28.066666666666666
Competition 1.5,72,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.1634768953344174,18.0,24.266666666666666
Competition 1.5,73,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,4.982613952777954,1.0,1.0
Competition 1.5,73,Threshold_6,1.0,0.6666666666666666,80,13,2,15,0.8666666666666667,7.432039847305242,2.769230769230769,4.4
Competition 1.5,73,Threshold_8,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,8.059677929537674,5.285714285714286,12.2
Competition 1.5,73,Optimal_Stopping,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,4.238263317816269,17.4,18.933333333333334
Competition 1.5,74,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,6.020990177589351,1.0,1.0
Competition 1.5,74,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,6.317808725447265,12.0,14.666666666666666
Competition 1.5,74,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,5.492788471205509,15.6,24.466666666666665
Competition 1.5,74,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.208976940463341,13.25,21.066666666666666
Competition 1.5,75,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.892119825758431,1.0,1.0
Competition 1.5,75,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.626474832802145,9.7,15.533333333333333
Competition 1.5,75,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,5.845249598556809,17.0,22.133333333333333
Competition 1.5,75,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,3.5094895429833817,21.142857142857142,26.066666666666666
Competition 1.5,76,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,3.554460272123619,1.0,1.0
Competition 1.5,76,Threshold_6,1.0,0.6666666666666666,80,12,3,15,0.8,5.704480524873065,12.25,15.6
Competition 1.5,76,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,5.635576974986215,18.0,27.133333333333333
Competition 1.5,76,Optimal_Stopping,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.049296198958567,26.125,30.133333333333333
Competition 1.5,77,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.583958078811275,1.0,1.0
Competition 1.5,77,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.593066032479786,11.454545454545455,16.133333333333333
Competition 1.5,77,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,6.092617954546308,15.4,25.133333333333333
Competition 1.5,77,Optimal_Stopping,1.0,0.6666666666666666,80,9,6,15,0.6,4.020573277995326,19.0,23.133333333333333
Competition 1.5,78,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.328721794432908,1.0,1.0
Competition 1.5,78,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,6.70888267522232,11.2,17.4
Competition 1.5,78,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,4.412458999900807,23.5,27.466666666666665
Competition 1.5,78,Optimal_Stopping,1.0,0.6666666666666666,80,7,8,15,0.4666666666666667,4.245729444453645,17.0,25.333333333333332
Competition 1.5,79,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.112669753889578,1.0,1.0
Competition 1.5,79,Threshold_6,1.0,0.6666666666666666,80,11,4,15,0.7333333333333333,6.822085445143731,6.545454545454546,12.4
Competition 1.5,79,Threshold_8,1.0,0.6666666666666666,80,8,7,15,0.5333333333333333,5.0362349153624155,18.875,21.533333333333335
Competition 1.5,79,Optimal_Stopping,1.0,0.6666666666666666,80,6,9,15,0.4,4.913085834284376,14.833333333333334,23.333333333333332
Competition 1.5,80,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.292117073103397,1.0,1.0
Competition 1.5,80,Threshold_6,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,7.55256585288826,3.7,11.133333333333333
Competition 1.5,80,Threshold_8,1.0,0.6666666666666666,80,5,10,15,0.3333333333333333,7.959621081396763,7.2,19.4
Competition 1.5,80,Optimal_Stopping,1.0,0.6666666666666666,80,10,5,15,0.6666666666666666,3.6317311770792977,18.7,20.933333333333334
Competition 1.5,81,Greedy,1.0,0.6666666666666666,80,15,0,15,1.0,5.096804778243853,1.0,1.0
