competition_level,simulation_id,policy,efficiency_score,overall_match_rate,total_rounds,policy_matches,policy_unmatches,policy_total_agents,policy_match_rate,avg_quality,avg_rounds_matched,avg_rounds_all
Competition 5,22,Threshold_6,1.0,0.2,15,9,41,50,0.18,8.09023796158409,1.0,0.38
Competition 5,22,Threshold_8,1.0,0.2,15,3,47,50,0.06,9.295233037583868,1.0,0.72
Competition 5,22,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.66
Competition 5,23,Greedy,1.0,0.2,27,31,19,50,0.62,4.319445659028459,1.0,0.62
Competition 5,23,Threshold_6,1.0,0.2,27,7,43,50,0.14,7.2724530772133535,1.1428571428571428,0.82
Competition 5,23,Threshold_8,1.0,0.2,27,2,48,50,0.04,9.290341593409412,1.0,0.9
Competition 5,23,Optimal_Stopping,1.0,0.2,27,0,50,50,0.0,0.0,0.0,1.14
Competition 5,24,Greedy,1.0,0.2,15,23,27,50,0.46,4.671386334604191,1.0,0.46
Competition 5,24,Threshold_6,1.0,0.2,15,12,38,50,0.24,8.303038822784885,1.0,0.58
Competition 5,24,Threshold_8,1.0,0.2,15,5,45,50,0.1,9.275688332571695,1.0,0.42
Competition 5,24,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.42
Competition 5,25,Greedy,1.0,0.2,45,30,20,50,0.6,5.048323867995998,1.0,0.6
Competition 5,25,Threshold_6,1.0,0.2,45,6,44,50,0.12,7.661672187107257,1.0,0.86
Competition 5,25,Threshold_8,1.0,0.2,45,4,46,50,0.08,8.961588661449927,1.0,1.04
Competition 5,25,Optimal_Stopping,1.0,0.2,45,0,50,50,0.0,0.0,0.0,0.74
Competition 5,26,Greedy,1.0,0.2,29,31,19,50,0.62,5.003651465128659,1.0,0.62
Competition 5,26,Threshold_6,1.0,0.2,29,5,45,50,0.1,8.575387451381998,1.0,0.92
Competition 5,26,Threshold_8,1.0,0.2,29,4,46,50,0.08,9.442187589439012,1.0,0.76
Competition 5,26,Optimal_Stopping,1.0,0.2,29,0,50,50,0.0,0.0,0.0,0.98
Competition 5,27,Greedy,1.0,0.2,41,29,21,50,0.58,4.496625207742322,1.0,0.58
Competition 5,27,Threshold_6,1.0,0.2,41,10,40,50,0.2,7.474395046860765,1.1,0.88
Competition 5,27,Threshold_8,1.0,0.2,41,1,49,50,0.02,9.317646814079062,1.0,1.06
Competition 5,27,Optimal_Stopping,1.0,0.2,41,0,50,50,0.0,0.0,0.0,1.12
Competition 5,28,Greedy,1.0,0.2,10,26,24,50,0.52,4.700439864817705,1.0,0.52
Competition 5,28,Threshold_6,1.0,0.2,10,13,37,50,0.26,7.893930904795034,1.0,0.46
Competition 5,28,Threshold_8,1.0,0.2,10,1,49,50,0.02,8.762790058838533,1.0,0.5
Competition 5,28,Optimal_Stopping,1.0,0.2,10,0,50,50,0.0,0.0,0.0,0.72
Competition 5,29,Greedy,1.0,0.2,24,29,21,50,0.58,4.043597953694223,1.0,0.58
Competition 5,29,Threshold_6,1.0,0.2,24,9,41,50,0.18,8.149029774761082,1.0,0.64
Competition 5,29,Threshold_8,1.0,0.2,24,2,48,50,0.04,9.335104615766252,1.0,0.6
Competition 5,29,Optimal_Stopping,1.0,0.2,24,0,50,50,0.0,0.0,0.0,0.68
Competition 5,30,Greedy,1.0,0.2,18,27,23,50,0.54,4.051476077772437,1.0,0.54
Competition 5,30,Threshold_6,1.0,0.2,18,10,40,50,0.2,7.6028929219323516,1.1,0.52
Competition 5,30,Threshold_8,1.0,0.2,18,3,47,50,0.06,8.685859857503484,1.0,0.6
Competition 5,30,Optimal_Stopping,1.0,0.2,18,0,50,50,0.0,0.0,0.0,0.56
Competition 5,31,Greedy,1.0,0.2,11,29,21,50,0.58,4.116663512063689,1.0,0.58
Competition 5,31,Threshold_6,1.0,0.2,11,8,42,50,0.16,7.619353619993327,1.125,0.56
Competition 5,31,Threshold_8,1.0,0.2,11,3,47,50,0.06,9.74637328903463,1.0,0.64
Competition 5,31,Optimal_Stopping,1.0,0.2,11,0,50,50,0.0,0.0,0.0,0.6
Competition 5,32,Greedy,1.0,0.2,32,31,19,50,0.62,4.4598844960364055,1.0,0.62
Competition 5,32,Threshold_6,1.0,0.2,32,5,45,50,0.1,7.678545827401561,1.0,0.76
Competition 5,32,Threshold_8,1.0,0.2,32,4,46,50,0.08,9.416041703891608,1.25,0.8
Competition 5,32,Optimal_Stopping,1.0,0.2,32,0,50,50,0.0,0.0,0.0,0.94
Competition 5,33,Greedy,1.0,0.2,31,31,19,50,0.62,4.689968705421288,1.0,0.62
Competition 5,33,Threshold_6,1.0,0.2,31,7,43,50,0.14,7.722150475933873,1.0,1.16
Competition 5,33,Threshold_8,1.0,0.2,31,2,48,50,0.04,8.532648332390806,1.0,1.14
Competition 5,33,Optimal_Stopping,1.0,0.2,31,0,50,50,0.0,0.0,0.0,1.26
Competition 5,34,Greedy,1.0,0.2,14,31,19,50,0.62,3.8912015980365737,1.0,0.62
Competition 5,34,Threshold_6,1.0,0.2,14,7,43,50,0.14,7.146532578509321,1.0,0.58
Competition 5,34,Threshold_8,1.0,0.2,14,2,48,50,0.04,8.511628840785864,1.0,0.68
Competition 5,34,Optimal_Stopping,1.0,0.2,14,0,50,50,0.0,0.0,0.0,0.64
Competition 5,35,Greedy,1.0,0.2,18,28,22,50,0.56,3.9293603704282156,1.0,0.56
Competition 5,35,Threshold_6,1.0,0.2,18,8,42,50,0.16,7.166938912466755,1.125,0.56
Competition 5,35,Threshold_8,1.0,0.2,18,4,46,50,0.08,8.510075765353651,1.0,0.52
Competition 5,35,Optimal_Stopping,1.0,0.2,18,0,50,50,0.0,0.0,0.0,0.62
Competition 5,36,Greedy,1.0,0.2,16,36,14,50,0.72,3.7970864306310412,1.0,0.72
Competition 5,36,Threshold_6,1.0,0.2,16,2,48,50,0.04,9.73604633043635,1.0,0.74
Competition 5,36,Threshold_8,1.0,0.2,16,2,48,50,0.04,8.82746443820636,1.0,0.76
Competition 5,36,Optimal_Stopping,1.0,0.2,16,0,50,50,0.0,0.0,0.0,0.9
Competition 5,37,Greedy,1.0,0.2,36,28,22,50,0.56,4.303598767524986,1.0,0.56
Competition 5,37,Threshold_6,1.0,0.2,36,12,38,50,0.24,7.570269027486801,1.0,0.72
Competition 5,37,Threshold_8,1.0,0.2,36,0,50,50,0.0,0.0,0.0,0.8
Competition 5,37,Optimal_Stopping,1.0,0.2,36,0,50,50,0.0,0.0,0.0,0.82
Competition 5,38,Greedy,1.0,0.2,13,25,25,50,0.5,5.289976559789915,1.0,0.5
Competition 5,38,Threshold_6,1.0,0.2,13,9,41,50,0.18,7.596564997787452,1.2222222222222223,0.56
Competition 5,38,Threshold_8,1.0,0.2,13,6,44,50,0.12,9.218922712646576,1.0,0.56
Competition 5,38,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.64
Competition 5,39,Greedy,1.0,0.2,13,26,24,50,0.52,3.996065387282684,1.0,0.52
Competition 5,39,Threshold_6,1.0,0.2,13,11,39,50,0.22,8.027027402907997,1.0,0.48
Competition 5,39,Threshold_8,1.0,0.2,13,3,47,50,0.06,8.625625755126068,1.0,0.5
Competition 5,39,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.34
Competition 5,40,Greedy,1.0,0.2,24,32,18,50,0.64,3.813528407634466,1.0,0.64
Competition 5,40,Threshold_6,1.0,0.2,24,6,44,50,0.12,8.160140248493306,1.3333333333333333,0.86
Competition 5,40,Threshold_8,1.0,0.2,24,2,48,50,0.04,9.2602851450234,1.0,0.86
Competition 5,40,Optimal_Stopping,1.0,0.2,24,0,50,50,0.0,0.0,0.0,1.04
Competition 5,41,Greedy,1.0,0.2,22,28,22,50,0.56,4.307376858087651,1.0,0.56
Competition 5,41,Threshold_6,1.0,0.2,22,7,43,50,0.14,7.855372209324267,1.1428571428571428,0.78
Competition 5,41,Threshold_8,1.0,0.2,22,5,45,50,0.1,9.188100842835624,1.2,0.84
Competition 5,41,Optimal_Stopping,1.0,0.2,22,0,50,50,0.0,0.0,0.0,0.84
Competition 5,42,Greedy,1.0,0.2,22,28,22,50,0.56,5.024703964943604,1.0,0.56
Competition 5,42,Threshold_6,1.0,0.2,22,8,42,50,0.16,7.946232685236756,1.125,0.66
Competition 5,42,Threshold_8,1.0,0.2,22,4,46,50,0.08,8.916879131324666,1.0,0.62
Competition 5,42,Optimal_Stopping,1.0,0.2,22,0,50,50,0.0,0.0,0.0,0.74
Competition 5,43,Greedy,1.0,0.2,12,32,18,50,0.64,5.009701801033135,1.0,0.64
Competition 5,43,Threshold_6,1.0,0.2,12,4,46,50,0.08,7.3496490725965575,1.0,0.46
Competition 5,43,Threshold_8,1.0,0.2,12,4,46,50,0.08,9.337426061317382,1.0,0.56
Competition 5,43,Optimal_Stopping,1.0,0.2,12,0,50,50,0.0,0.0,0.0,0.7
Competition 5,44,Greedy,1.0,0.2,16,28,22,50,0.56,4.237992388047185,1.0,0.56
Competition 5,44,Threshold_6,1.0,0.2,16,5,45,50,0.1,8.605010999532675,1.0,0.66
Competition 5,44,Threshold_8,1.0,0.2,16,7,43,50,0.14,8.649013845882218,1.0,0.56
Competition 5,44,Optimal_Stopping,1.0,0.2,16,0,50,50,0.0,0.0,0.0,0.74
Competition 5,45,Greedy,1.0,0.2,13,33,17,50,0.66,4.269004040570401,1.0,0.66
Competition 5,45,Threshold_6,1.0,0.2,13,6,44,50,0.12,8.124523300241735,1.0,0.68
Competition 5,45,Threshold_8,1.0,0.2,13,1,49,50,0.02,9.976208690232781,1.0,1.04
Competition 5,45,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.68
Competition 5,46,Greedy,1.0,0.2,13,28,22,50,0.56,3.6127296940479323,1.0,0.56
Competition 5,46,Threshold_6,1.0,0.2,13,8,42,50,0.16,8.633777053504451,1.0,0.78
Competition 5,46,Threshold_8,1.0,0.2,13,4,46,50,0.08,9.27278843913092,1.0,0.86
Competition 5,46,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.94
Competition 5,47,Greedy,1.0,0.2,19,27,23,50,0.54,4.333248893388572,1.0,0.54
Competition 5,47,Threshold_6,1.0,0.2,19,7,43,50,0.14,7.916319799586119,1.0,0.6
Competition 5,47,Threshold_8,1.0,0.2,19,6,44,50,0.12,8.631628998788907,1.1666666666666667,0.78
Competition 5,47,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.94
Competition 5,48,Greedy,1.0,0.2,19,31,19,50,0.62,4.255115811198643,1.0,0.62
Competition 5,48,Threshold_6,1.0,0.2,19,7,43,50,0.14,7.567568420210827,1.0,0.66
Competition 5,48,Threshold_8,1.0,0.2,19,2,48,50,0.04,8.88102007529653,1.0,0.68
Competition 5,48,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.74
Competition 5,49,Greedy,1.0,0.2,12,24,26,50,0.48,5.493277746174059,1.0,0.48
Competition 5,49,Threshold_6,1.0,0.2,12,8,42,50,0.16,7.479116856802197,1.125,0.48
Competition 5,49,Threshold_8,1.0,0.2,12,8,42,50,0.16,8.900254647482353,1.0,0.4
Competition 5,49,Optimal_Stopping,1.0,0.2,12,0,50,50,0.0,0.0,0.0,0.58
Competition 5,50,Greedy,1.0,0.2,19,32,18,50,0.64,4.817370062983221,1.0,0.64
Competition 5,50,Threshold_6,1.0,0.2,19,7,43,50,0.14,7.887359298890415,1.0,0.94
Competition 5,50,Threshold_8,1.0,0.2,19,1,49,50,0.02,8.669339716609379,1.0,0.74
Competition 5,50,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.94
Competition 5,51,Greedy,1.0,0.2,31,23,27,50,0.46,4.407613942493982,1.0,0.46
Competition 5,51,Threshold_6,1.0,0.2,31,12,38,50,0.24,7.936559252593493,1.0,0.72
Competition 5,51,Threshold_8,1.0,0.2,31,5,45,50,0.1,9.03450852250668,1.0,0.66
Competition 5,51,Optimal_Stopping,1.0,0.2,31,0,50,50,0.0,0.0,0.0,0.86
Competition 5,52,Greedy,1.0,0.2,12,26,24,50,0.52,4.177009866810115,1.0,0.52
Competition 5,52,Threshold_6,1.0,0.2,12,10,40,50,0.2,7.775563503999052,1.0,0.52
Competition 5,52,Threshold_8,1.0,0.2,12,4,46,50,0.08,8.999740157488999,1.0,0.44
Competition 5,52,Optimal_Stopping,1.0,0.2,12,0,50,50,0.0,0.0,0.0,0.74
Competition 5,53,Greedy,1.0,0.2,19,23,27,50,0.46,4.497347376197771,1.0,0.46
Competition 5,53,Threshold_6,1.0,0.2,19,12,38,50,0.24,7.934462847503372,1.0,0.8
Competition 5,53,Threshold_8,1.0,0.2,19,5,45,50,0.1,9.125795355409261,1.0,0.74
Competition 5,53,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.76
Competition 5,54,Greedy,1.0,0.2,17,27,23,50,0.54,4.807555574973843,1.0,0.54
Competition 5,54,Threshold_6,1.0,0.2,17,9,41,50,0.18,8.124931774821915,1.0,0.68
Competition 5,54,Threshold_8,1.0,0.2,17,4,46,50,0.08,9.183706170751577,1.0,0.54
Competition 5,54,Optimal_Stopping,1.0,0.2,17,0,50,50,0.0,0.0,0.0,0.64
Competition 5,55,Greedy,1.0,0.2,15,26,24,50,0.52,4.3373942459846315,1.0,0.52
Competition 5,55,Threshold_6,1.0,0.2,15,10,40,50,0.2,7.350161439347358,1.1,0.72
Competition 5,55,Threshold_8,1.0,0.2,15,4,46,50,0.08,9.042072775963742,1.0,0.64
Competition 5,55,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.64
Competition 5,56,Greedy,1.0,0.2,17,22,28,50,0.44,5.411624227595984,1.0,0.44
Competition 5,56,Threshold_6,1.0,0.2,17,14,36,50,0.28,7.808715972382309,1.0,0.64
Competition 5,56,Threshold_8,1.0,0.2,17,4,46,50,0.08,9.166093789430013,1.0,0.84
Competition 5,56,Optimal_Stopping,1.0,0.2,17,0,50,50,0.0,0.0,0.0,0.74
Competition 5,57,Greedy,1.0,0.2,12,28,22,50,0.56,4.858323989812752,1.0,0.56
Competition 5,57,Threshold_6,1.0,0.2,12,10,40,50,0.2,8.165605894405086,1.0,0.64
Competition 5,57,Threshold_8,1.0,0.2,12,2,48,50,0.04,9.288368874060925,1.0,0.62
Competition 5,57,Optimal_Stopping,1.0,0.2,12,0,50,50,0.0,0.0,0.0,0.58
Competition 5,58,Greedy,1.0,0.2,19,33,17,50,0.66,4.22960783050579,1.0,0.66
Competition 5,58,Threshold_6,1.0,0.2,19,5,45,50,0.1,7.942255093336357,1.4,0.76
Competition 5,58,Threshold_8,1.0,0.2,19,2,48,50,0.04,8.882064342194184,1.0,0.96
Competition 5,58,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.86
Competition 5,59,Greedy,1.0,0.2,15,28,22,50,0.56,4.211251359235597,1.0,0.56
Competition 5,59,Threshold_6,1.0,0.2,15,8,42,50,0.16,7.879131350890961,1.0,0.94
Competition 5,59,Threshold_8,1.0,0.2,15,4,46,50,0.08,8.683588613095907,1.0,0.66
Competition 5,59,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.8
Competition 5,60,Greedy,1.0,0.2,21,25,25,50,0.5,4.664543194333973,1.0,0.5
Competition 5,60,Threshold_6,1.0,0.2,21,8,42,50,0.16,8.124480207016177,1.125,0.82
Competition 5,60,Threshold_8,1.0,0.2,21,7,43,50,0.14,9.004789027089853,1.1428571428571428,0.84
Competition 5,60,Optimal_Stopping,1.0,0.2,21,0,50,50,0.0,0.0,0.0,0.84
Competition 5,61,Greedy,1.0,0.2,24,33,17,50,0.66,4.450898340589217,1.0,0.66
Competition 5,61,Threshold_6,1.0,0.2,24,4,46,50,0.08,7.469795330076628,1.0,0.82
Competition 5,61,Threshold_8,1.0,0.2,24,3,47,50,0.06,9.57957825026231,1.0,1.08
Competition 5,61,Optimal_Stopping,1.0,0.2,24,0,50,50,0.0,0.0,0.0,1.02
Competition 5,62,Greedy,1.0,0.2,13,30,20,50,0.6,4.797388485920485,1.0,0.6
Competition 5,62,Threshold_6,1.0,0.2,13,8,42,50,0.16,7.907971477088921,1.0,0.64
Competition 5,62,Threshold_8,1.0,0.2,13,2,48,50,0.04,9.161533098771525,1.0,0.56
Competition 5,62,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.82
Competition 5,63,Greedy,1.0,0.2,35,32,18,50,0.64,4.654866021847296,1.0,0.64
Competition 5,63,Threshold_6,1.0,0.2,35,8,42,50,0.16,7.254571309468842,1.0,0.78
Competition 5,63,Threshold_8,1.0,0.2,35,0,50,50,0.0,0.0,0.0,1.06
Competition 5,63,Optimal_Stopping,1.0,0.2,35,0,50,50,0.0,0.0,0.0,0.98
Competition 5,64,Greedy,1.0,0.2,21,32,18,50,0.64,4.6322799287650405,1.0,0.64
Competition 5,64,Threshold_6,1.0,0.2,21,8,42,50,0.16,8.25023965736909,1.125,0.68
Competition 5,64,Threshold_8,1.0,0.2,21,0,50,50,0.0,0.0,0.0,0.72
Competition 5,64,Optimal_Stopping,1.0,0.2,21,0,50,50,0.0,0.0,0.0,0.76
Competition 5,65,Greedy,1.0,0.2,20,27,23,50,0.54,4.517323906719575,1.0,0.54
Competition 5,65,Threshold_6,1.0,0.2,20,7,43,50,0.14,7.297589203008391,1.0,0.9
Competition 5,65,Threshold_8,1.0,0.2,20,6,44,50,0.12,9.176868779211395,1.1666666666666667,0.8
Competition 5,65,Optimal_Stopping,1.0,0.2,20,0,50,50,0.0,0.0,0.0,1.16
Competition 5,66,Greedy,1.0,0.2,33,31,19,50,0.62,4.588771607369747,1.0,0.62
Competition 5,66,Threshold_6,1.0,0.2,33,6,44,50,0.12,7.058862816794782,1.0,1.08
Competition 5,66,Threshold_8,1.0,0.2,33,3,47,50,0.06,9.12995037689859,1.0,1.12
Competition 5,66,Optimal_Stopping,1.0,0.2,33,0,50,50,0.0,0.0,0.0,1.22
Competition 5,67,Greedy,1.0,0.2,19,32,18,50,0.64,4.2963157905955445,1.0,0.64
Competition 5,67,Threshold_6,1.0,0.2,19,3,47,50,0.06,7.057201524607305,1.0,0.62
Competition 5,67,Threshold_8,1.0,0.2,19,5,45,50,0.1,9.323776984981889,1.2,0.92
Competition 5,67,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.62
Competition 5,68,Greedy,1.0,0.2,15,30,20,50,0.6,4.522014954180108,1.0,0.6
Competition 5,68,Threshold_6,1.0,0.2,15,8,42,50,0.16,7.4885149577018275,1.0,0.54
Competition 5,68,Threshold_8,1.0,0.2,15,2,48,50,0.04,8.720026199715937,1.0,0.72
Competition 5,68,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.66
Competition 5,69,Greedy,1.0,0.2,11,25,25,50,0.5,4.26616782071066,1.0,0.5
Competition 5,69,Threshold_6,1.0,0.2,11,11,39,50,0.22,7.909573323091862,1.0909090909090908,0.48
Competition 5,69,Threshold_8,1.0,0.2,11,4,46,50,0.08,8.5201806160622,1.0,0.68
Competition 5,69,Optimal_Stopping,1.0,0.2,11,0,50,50,0.0,0.0,0.0,0.52
Competition 5,70,Greedy,1.0,0.2,46,35,15,50,0.7,4.859152312375239,1.0,0.7
Competition 5,70,Threshold_6,1.0,0.2,46,3,47,50,0.06,9.308351690796497,1.0,1.0
Competition 5,70,Threshold_8,1.0,0.2,46,2,48,50,0.04,9.054964690322844,1.0,1.1
Competition 5,70,Optimal_Stopping,1.0,0.2,46,0,50,50,0.0,0.0,0.0,1.74
Competition 5,71,Greedy,1.0,0.2,37,32,18,50,0.64,4.1376104043186555,1.0,0.64
Competition 5,71,Threshold_6,1.0,0.2,37,5,45,50,0.1,8.20062790155642,1.2,0.88
Competition 5,71,Threshold_8,1.0,0.2,37,3,47,50,0.06,8.555471210207006,1.0,0.98
Competition 5,71,Optimal_Stopping,1.0,0.2,37,0,50,50,0.0,0.0,0.0,0.98
Competition 5,72,Greedy,1.0,0.2,25,31,19,50,0.62,4.356821708585051,1.0,0.62
Competition 5,72,Threshold_6,1.0,0.2,25,6,44,50,0.12,7.4012738771097135,1.0,0.98
Competition 5,72,Threshold_8,1.0,0.2,25,3,47,50,0.06,8.965904666683043,1.0,0.82
Competition 5,72,Optimal_Stopping,1.0,0.2,25,0,50,50,0.0,0.0,0.0,1.0
Competition 5,73,Greedy,1.0,0.2,12,29,21,50,0.58,4.08543044845393,1.0,0.58
Competition 5,73,Threshold_6,1.0,0.2,12,6,44,50,0.12,8.31664488304404,1.1666666666666667,0.78
Competition 5,73,Threshold_8,1.0,0.2,12,5,45,50,0.1,8.726920301176355,1.0,0.58
Competition 5,73,Optimal_Stopping,1.0,0.2,12,0,50,50,0.0,0.0,0.0,0.54
Competition 5,74,Greedy,1.0,0.2,23,30,20,50,0.6,4.721997386222592,1.0,0.6
Competition 5,74,Threshold_6,1.0,0.2,23,7,43,50,0.14,8.144378183448799,1.0,0.82
Competition 5,74,Threshold_8,1.0,0.2,23,3,47,50,0.06,8.667604599994297,1.0,0.8
Competition 5,74,Optimal_Stopping,1.0,0.2,23,0,50,50,0.0,0.0,0.0,0.88
Competition 5,75,Greedy,1.0,0.2,15,32,18,50,0.64,5.132727370668016,1.0,0.64
Competition 5,75,Threshold_6,1.0,0.2,15,6,44,50,0.12,7.633688898749568,1.3333333333333333,0.78
Competition 5,75,Threshold_8,1.0,0.2,15,2,48,50,0.04,9.282580004278365,1.0,0.7
Competition 5,75,Optimal_Stopping,1.0,0.2,15,0,50,50,0.0,0.0,0.0,0.62
Competition 5,76,Greedy,1.0,0.2,19,27,23,50,0.54,4.260677684173596,1.0,0.54
Competition 5,76,Threshold_6,1.0,0.2,19,9,41,50,0.18,8.024855274549846,1.2222222222222223,0.66
Competition 5,76,Threshold_8,1.0,0.2,19,4,46,50,0.08,9.108967380962374,1.0,0.58
Competition 5,76,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.66
Competition 5,77,Greedy,1.0,0.2,13,26,24,50,0.52,4.785498664879537,1.0,0.52
Competition 5,77,Threshold_6,1.0,0.2,13,10,40,50,0.2,7.014093942487878,1.0,0.5
Competition 5,77,Threshold_8,1.0,0.2,13,4,46,50,0.08,8.999199749237816,1.0,0.58
Competition 5,77,Optimal_Stopping,1.0,0.2,13,0,50,50,0.0,0.0,0.0,0.6
Competition 5,78,Greedy,1.0,0.2,51,30,20,50,0.6,4.94238251031037,1.0,0.6
Competition 5,78,Threshold_6,1.0,0.2,51,7,43,50,0.14,8.508522771179129,1.0,0.86
Competition 5,78,Threshold_8,1.0,0.2,51,3,47,50,0.06,8.792997218237701,1.0,0.84
Competition 5,78,Optimal_Stopping,1.0,0.2,51,0,50,50,0.0,0.0,0.0,0.94
Competition 5,79,Greedy,1.0,0.2,20,34,16,50,0.68,4.844304274380503,1.0,0.68
Competition 5,79,Threshold_6,1.0,0.2,20,6,44,50,0.12,8.70122467665941,1.1666666666666667,0.8
Competition 5,79,Threshold_8,1.0,0.2,20,0,50,50,0.0,0.0,0.0,0.9
Competition 5,79,Optimal_Stopping,1.0,0.2,20,0,50,50,0.0,0.0,0.0,0.72
Competition 5,80,Greedy,1.0,0.2,18,31,19,50,0.62,3.8788641133245374,1.0,0.62
Competition 5,80,Threshold_6,1.0,0.2,18,7,43,50,0.14,7.280685570641049,1.0,0.82
Competition 5,80,Threshold_8,1.0,0.2,18,2,48,50,0.04,9.212779942134315,1.0,0.92
Competition 5,80,Optimal_Stopping,1.0,0.2,18,0,50,50,0.0,0.0,0.0,0.9
Competition 5,81,Greedy,1.0,0.2,16,32,18,50,0.64,3.9356449059910936,1.0,0.64
Competition 5,81,Threshold_6,1.0,0.2,16,6,44,50,0.12,7.56147983754877,1.0,0.6
Competition 5,81,Threshold_8,1.0,0.2,16,2,48,50,0.04,8.516254550598784,1.0,0.92
Competition 5,81,Optimal_Stopping,1.0,0.2,16,0,50,50,0.0,0.0,0.0,0.8
Competition 5,82,Greedy,1.0,0.2,14,30,20,50,0.6,4.459235633714258,1.0,0.6
Competition 5,82,Threshold_6,1.0,0.2,14,8,42,50,0.16,8.361199975374825,1.125,0.74
Competition 5,82,Threshold_8,1.0,0.2,14,2,48,50,0.04,9.642280205748168,1.0,0.7
Competition 5,82,Optimal_Stopping,1.0,0.2,14,0,50,50,0.0,0.0,0.0,0.64
Competition 5,83,Greedy,1.0,0.2,19,32,18,50,0.64,4.516513364343715,1.0,0.64
Competition 5,83,Threshold_6,1.0,0.2,19,5,45,50,0.1,7.467246768839667,1.2,0.7
Competition 5,83,Threshold_8,1.0,0.2,19,3,47,50,0.06,9.30799913099633,1.0,0.78
Competition 5,83,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.96
Competition 5,84,Greedy,1.0,0.2,18,28,22,50,0.56,3.91765719696711,1.0,0.56
Competition 5,84,Threshold_6,1.0,0.2,18,8,42,50,0.16,7.3708213469328,1.0,0.76
Competition 5,84,Threshold_8,1.0,0.2,18,4,46,50,0.08,9.425111752307231,1.25,0.86
Competition 5,84,Optimal_Stopping,1.0,0.2,18,0,50,50,0.0,0.0,0.0,1.06
Competition 5,85,Greedy,1.0,0.2,17,31,19,50,0.62,3.9957673369727598,1.0,0.62
Competition 5,85,Threshold_6,1.0,0.2,17,7,43,50,0.14,7.4976319864141825,1.1428571428571428,0.64
Competition 5,85,Threshold_8,1.0,0.2,17,2,48,50,0.04,9.024618482184996,1.0,1.08
Competition 5,85,Optimal_Stopping,1.0,0.2,17,0,50,50,0.0,0.0,0.0,0.86
Competition 5,86,Greedy,1.0,0.2,19,32,18,50,0.64,4.715907704901481,1.0,0.64
Competition 5,86,Threshold_6,1.0,0.2,19,6,44,50,0.12,8.400149837974292,1.0,0.94
Competition 5,86,Threshold_8,1.0,0.2,19,2,48,50,0.04,9.41483074463865,1.0,0.7
Competition 5,86,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,0.62
Competition 5,87,Greedy,1.0,0.2,22,30,20,50,0.6,4.612595521421444,1.0,0.6
Competition 5,87,Threshold_6,1.0,0.2,22,8,42,50,0.16,7.903442186651652,1.0,0.82
Competition 5,87,Threshold_8,1.0,0.2,22,2,48,50,0.04,8.557227231306666,1.0,0.9
Competition 5,87,Optimal_Stopping,1.0,0.2,22,0,50,50,0.0,0.0,0.0,1.04
Competition 5,88,Greedy,1.0,0.2,19,28,22,50,0.56,3.9072630754321414,1.0,0.56
Competition 5,88,Threshold_6,1.0,0.2,19,8,42,50,0.16,7.997445851203015,1.125,0.8
Competition 5,88,Threshold_8,1.0,0.2,19,4,46,50,0.08,9.05983681851438,1.25,0.66
Competition 5,88,Optimal_Stopping,1.0,0.2,19,0,50,50,0.0,0.0,0.0,1.0
Competition 5,89,Greedy,1.0,0.2,18,31,19,50,0.62,4.543386413873417,1.0,0.62
Competition 5,89,Threshold_6,1.0,0.2,18,8,42,50,0.16,7.765755723646192,1.0,1.06
Competition 5,89,Threshold_8,1.0,0.2,18,1,49,50,0.02,8.991449587323874,1.0,1.24
Competition 5,89,Optimal_Stopping,1.0,0.2,18,0,50,50,0.0,0.0,0.0,0.76
Competition 5,90,Greedy,1.0,0.2,21,22,28,50,0.44,4.399599242261083,1.0,0.44
Competition 5,90,Threshold_6,1.0,0.2,21,14,36,50,0.28,7.76785943868051,1.2142857142857142,0.58
Competition 5,90,Threshold_8,1.0,0.2,21,4,46,50,0.08,9.001334100364424,1.0,0.76
Competition 5,90,Optimal_Stopping,1.0,0.2,21,0,50,50,0.0,0.0,0.0,0.9
